image_name,BBox_xmin,BBox_ymin,BBox_xmax,BBox_ymax,Daily,Gender,Embellishment
1209/BO00294-1.jpg,110,221,420,697,1,2,0
1209/BO00295-1.jpg,187,362,1011,1354,1,0,0
1209/BO00296-1.jpg,171,311,925,1185,3,0,0
1209/BO00297-1.jpg,239,307,840,1192,3,3,1
1209/BO00298-2.jpg,232,311,854,1192,1,2,0
1209/BO00299-1.jpg,403,288,813,696,2,2,0
1209/BO00300-1.jpg,146,230,946,1274,2,0,0
1209/BO00301-1.jpg,176,313,911,1189,1,2,0
1209/BO00302-1.jpg,364,262,726,720,2,0,0
1209/BO00304-1.jpg,295,251,726,661,2,2,1
1209/BO00305-2.jpg,139,310,930,1190,3,3,0
1209/BO00306-1.jpg,75,233,434,685,1,2,1
1209/BO00307-1.jpg,179,308,893,1194,1,2,1
1209/BO00308-1.jpg,198,309,882,1192,2,3,0
1209/BO00309-1.jpg,8,215,491,736,1,2,1
1209/BO00310-1.jpg,349,264,716,755,2,0,0
1209/BO00311-1.jpg,371,250,778,676,3,1,0
1209/BO00312-1.jpg,161,309,890,1199,2,0,0
1209/BO00313-3.jpg,185,298,898,1178,2,3,0
1209/BO00314-1.jpg,144,309,941,1188,2,1,0
1209/BO00315-1.jpg,258,521,856,1127,2,0,1
1209/BO00317-1.jpg,178,232,906,1224,2,0,0
1209/BO00318-1.jpg,234,303,850,1187,2,3,0
1209/BO00319-1.jpg,232,298,850,1200,1,2,0
1209/BO00320-3.jpg,219,308,863,1186,1,2,1
1209/BO00321-1.jpg,228,295,848,1199,1,2,0
1209/BO00322-2.jpg,235,300,863,1180,1,3,0
1209/BO00323-1.jpg,219,300,886,1174,2,3,0
1209/BO00325-1.jpg,214,305,867,1194,1,2,1
1209/BO00326-1.jpg,314,395,698,847,1,2,0
1209/BO00327-1.jpg,212,313,887,1208,2,3,0
1209/BO00328-1.jpg,165,310,922,1199,3,3,0
1209/BO00329-1.jpg,168,295,908,1199,3,3,0
1209/BO00330-2.jpg,208,309,878,1184,1,3,0
1209/BO00331-2.jpg,211,306,869,1200,3,3,0
1209/BO00332-1.jpg,215,309,869,1194,3,3,0
1209/BO00333-2.jpg,221,309,860,1184,2,3,0
1209/BO00334-1.jpg,202,308,875,1181,2,2,0
1209/BO00335-1.jpg,185,261,509,809,1,2,0
1209/BO00336-1.jpg,158,366,857,1282,1,2,2
1209/BO00337-1.jpg,106,472,772,1169,3,2,0
1209/BO00338-1.jpg,189,138,393,370,3,3,1
1209/BO00339-1.jpg,100,456,1000,972,1,3,1
1209/BO00340-2.jpg,136,276,934,1233,1,0,0
1209/BO00343-1.jpg,141,236,705,608,3,3,1
1209/BO00344-1.jpg,209,313,894,1193,2,3,0
1209/BO00345-1.jpg,171,321,882,1191,2,0,0
1209/BO00346-1.jpg,178,300,899,1191,2,0,0
1209/BO00347-1.jpg,130,242,478,710,3,3,1
1209/BO00348-1.jpg,416,381,658,784,2,0,0
1209/BO00349-1.jpg,167,270,897,1191,1,2,0
1209/BO00350-2.jpg,153,311,953,1169,3,3,1
1209/BO00351-2.jpg,171,327,913,1188,2,3,0
1209/BO00353-1.jpg,378,366,751,734,1,2,0
1209/BO00354-1.jpg,101,285,501,831,1,3,0
1209/BO00355-1.jpg,226,337,806,1193,2,3,1
1209/BO00357-1.jpg,404,379,745,723,2,2,0
1209/BO00358-1.jpg,202,313,883,1190,2,0,0
1209/BO00359-1.jpg,205,313,850,1188,2,3,1
1209/BO00360-1.jpg,42,126,524,721,1,2,1
1209/BO00361-1.jpg,200,302,880,1184,3,4,0
1209/BO00362-1.jpg,24,47,588,615,2,0,0
1209/BO00363-1.jpg,229,480,817,1123,1,3,1
1209/BO00364-1.jpg,215,475,1023,1075,3,2,1
1209/BO00365-1.jpg,400,284,805,704,2,0,0
1209/BO00366-1.jpg,246,328,928,1081,2,3,0
1209/BO00368-1.jpg,149,256,581,646,1,2,0
1209/BO00369-2.jpg,170,303,938,1199,1,0,0
1209/BO00371-1.jpg,146,306,928,1188,1,2,1
1209/BO00372-1.jpg,96,313,976,1217,1,2,1
1209/BO00374-1.jpg,89,190,405,534,2,0,0
1209/BO00375-1.jpg,168,296,916,1200,2,0,0
1209/BO00376-1.jpg,140,490,1079,1238,2,0,0
1209/BO00377-1.jpg,338,225,743,553,3,2,0
1209/BO00378-1.jpg,320,392,812,872,2,2,0
1209/BO00379-1.jpg,131,239,491,703,2,0,0
1209/BO00381-1.jpg,237,309,837,1193,2,3,0
1209/BO00382-3.jpg,134,307,942,1195,2,3,1
1209/BO00383-3.jpg,176,297,912,1201,1,2,1
1209/BO00384-1.jpg,274,194,594,598,1,2,0
1209/BO00385-1.jpg,48,268,516,812,3,3,0
1209/BO00387-2.jpg,177,307,897,1183,1,2,1
1209/BO00389-1.jpg,237,309,837,1193,2,3,0
1209/BO00390-1.jpg,139,144,451,348,2,2,1
1209/BO00392-1.jpg,139,302,933,1205,1,2,2
1209/BO00393-1.jpg,113,305,958,1191,1,0,0
1209/BO00394-2.jpg,84,61,572,637,1,2,0
1209/BO00395-1.jpg,314,301,803,677,1,2,1
1209/BO00396-1.jpg,263,310,813,1189,3,3,0
1209/BO00398-1.jpg,167,306,923,1191,1,2,0
1209/BO00400-1.jpg,178,309,905,1190,2,0,0
1209/BO00401-1.jpg,196,312,889,1195,2,0,0
1209/BO00402-1.jpg,154,307,923,1191,3,3,0
1209/BO00403-1.jpg,96,310,985,1185,2,3,0
1209/BO00405-1.jpg,128,310,937,1191,2,2,1
1209/BO00406-1.jpg,165,306,922,1189,2,0,0
1209/BO00407-2.jpg,161,310,906,1184,1,2,0
1209/BO00408-1.jpg,126,312,948,1191,2,2,0
1209/BO00409-1.jpg,136,307,941,1187,2,2,1
1209/BO00410-1.jpg,261,433,841,911,3,3,1
1209/BO00411-1.jpg,240,306,827,1192,1,2,1
1209/BO00412-1.jpg,232,384,824,1344,1,0,0
1209/BO00413-1.jpg,109,315,971,1189,1,2,0
1209/BO00414-1.jpg,207,316,872,1188,1,2,0
1209/BO00415-1.jpg,130,372,948,1126,1,2,0
1209/BO00416-1.jpg,148,304,924,1194,2,2,0
1209/BO00417-1.jpg,149,309,927,1192,2,2,0
1209/BO00419-1.jpg,372,452,889,1156,3,3,0
1209/BO00421-1.jpg,320,242,688,760,2,2,1
1209/BO00422-1.jpg,348,293,656,741,1,2,0
1209/BO00424-2.jpg,122,308,967,1190,1,0,0
1209/BO00427-1.jpg,147,304,941,1194,2,2,0
1209/BO00428-1.jpg,113,312,962,1187,3,3,1
1209/BO00430-3.jpg,194,306,879,1183,2,0,0
1209/BO00431-1.jpg,147,310,931,1190,1,3,0
1209/BO00432-1.jpg,347,260,735,758,2,3,1
1209/BO00433-1.jpg,192,315,904,1183,1,2,0
1209/BO00434-1.jpg,334,387,918,1151,2,0,0
1209/BO00435-2.jpg,189,320,894,1192,2,0,0
1209/BO00437-1.jpg,275,332,1015,1284,2,0,0
1209/BO00438-2.jpg,133,309,945,1188,2,0,0
1209/BO00439-1.jpg,271,310,804,1188,0,0,0
1209/BO00440-1.jpg,10,361,1078,1253,2,0,0
1209/BO00440-3.jpg,175,317,911,1185,2,0,0
1209/BO00441-2.jpg,159,313,918,1186,2,0,0
1209/BO00444-2.jpg,98,95,362,407,1,0,0
1209/BO00445-1.jpg,73,51,415,583,1,0,1
1209/BO00446-2.jpg,40,167,399,628,1,1,1
1209/BO00447-1.jpg,85,24,249,280,1,4,0
1209/BO00448-1.jpg,46,141,274,449,1,1,0
1209/BO00449-1.jpg,82,152,406,468,1,1,0
1209/BO00450-1.jpg,51,44,331,372,0,1,0
1209/BO00451-1.jpg,90,42,474,530,1,1,0
1209/BO00452-2.jpg,104,44,376,360,1,0,0
1209/BO00453-1.jpg,82,77,456,569,1,1,0
1209/BO00456-2.jpg,80,83,344,290,5,1,1
1209/BO00457-1.jpg,23,86,495,632,1,0,0
1209/BO00458-1.jpg,54,65,400,337,1,4,0
1209/BO00459-1.jpg,29,123,531,550,1,1,0
1209/BO00460-1.jpg,66,137,335,505,1,2,0
1209/BO00462-1.jpg,40,59,442,610,1,1,0
1209/BO00463-2.jpg,73,163,479,626,1,3,0
1209/BO00466-1.jpg,9,43,424,616,1,1,0
1209/BO00467-1.jpg,38,125,239,387,1,1,0
1209/BO00468-1.jpg,12,16,458,535,5,1,0
1209/BO00469-1.jpg,93,152,342,608,1,1,0
1209/BO00471-1.jpg,72,214,432,698,1,1,0
1209/BO00472-2.jpg,66,183,392,576,1,1,0
1209/BO00473-1.jpg,76,204,403,659,5,1,0
1209/BO00474-1.jpg,51,206,406,659,1,1,0
1209/BO00475-1.jpg,58,205,380,641,1,1,0
1209/BO00476-1.jpg,105,210,434,651,1,1,0
1209/BO00477-1.jpg,49,175,407,591,1,0,0
1209/BO00478-1.jpg,57,178,424,625,1,0,0
1209/BO00479-1.jpg,77,235,435,755,1,1,0
1209/BO00480-1.jpg,64,202,430,706,1,1,0
1209/BO00482-1.jpg,56,210,428,654,1,0,0
1209/BO00484-1.jpg,90,194,417,577,1,0,0
1209/BO00485-1.jpg,74,198,393,635,1,1,0
1209/BO00486-1.jpg,81,201,390,597,1,0,0
1209/BO00487-1.jpg,66,212,409,637,1,1,0
1209/BO00488-1.jpg,65,203,392,654,1,0,0
1209/BO00489-1.jpg,70,204,403,627,1,0,0
1209/BO00490-1.jpg,59,199,415,637,1,1,0
1209/BO00491-1.jpg,53,189,416,673,1,0,0
1209/BO00492-1.jpg,51,176,429,621,1,0,0
1209/BO00493-1.jpg,63,195,408,659,1,1,0
1209/BO00494-1.jpg,95,225,370,519,1,1,0
1209/BO00497-1.jpg,45,204,396,625,1,1,0
1209/BO00498-1.jpg,67,202,416,625,1,1,0
1209/BO00499-1.jpg,80,192,388,625,1,1,0
1209/BO00501-1.jpg,94,172,399,680,1,1,0
1209/BO00502-1.jpg,81,102,373,578,1,0,0
1209/BO00504-1.jpg,80,186,387,705,1,0,0
1209/BO00505-1.jpg,57,178,412,664,1,1,0
1209/BO00506-1.jpg,57,173,417,637,1,0,0
1209/BO00507-1.jpg,87,219,407,728,1,0,0
1209/BO00508-1.jpg,80,175,385,741,1,0,0
1209/BO00509-1.jpg,22,163,410,651,1,2,0
1209/BO00511-1.jpg,73,179,404,643,1,1,0
1209/BO00512-1.jpg,54,159,432,662,1,0,0
1209/BO00513-1.jpg,64,147,452,627,1,1,0
1209/BO00514-1.jpg,87,143,397,620,1,1,0
1209/BO00517-1.jpg,83,157,419,633,1,0,0
1209/BO00518-1.jpg,79,156,415,580,1,0,0
1209/BO00519-2.jpg,85,178,401,598,1,0,0
1209/BO00520-1.jpg,59,170,411,650,1,0,0
1209/BO00522-1.jpg,61,168,433,647,1,1,0
1209/BO00523-1.jpg,85,200,396,693,2,0,0
1209/BO00524-1.jpg,83,208,391,636,4,0,0
1209/BO00526-1.jpg,104,175,404,655,2,0,0
1209/BO00527-1.jpg,78,183,388,673,2,0,0
1209/BO00529-1.jpg,67,83,415,796,1,0,0
1209/BO00530-1.jpg,61,164,421,642,1,1,0
1209/BO00531-1.jpg,73,168,424,637,1,0,0
1209/BO00532-1.jpg,95,192,400,649,4,0,0
1209/BO00533-1.jpg,87,33,318,439,1,1,0
1209/BO00534-1.jpg,104,138,297,451,1,1,0
1209/BO00535-1.jpg,67,61,362,407,1,1,0
1209/BO00536-1.jpg,74,136,308,451,1,0,0
1209/BO00537-2.jpg,60,37,755,684,1,1,0
1209/BO00538-2.jpg,20,16,720,664,1,1,0
1209/BO00539-2.jpg,50,37,711,644,1,1,0
1209/BO00540-1.jpg,47,120,293,401,1,1,0
1209/BO00542-1.jpg,53,130,256,402,1,1,0
1209/BO00543-1.jpg,28,121,268,405,1,0,0
1209/BO00544-1.jpg,96,116,290,376,1,1,0
1209/BO00545-1.jpg,130,153,374,587,0,0,0
1209/BO00547-1.jpg,50,13,252,260,1,0,0
1209/BO00551-1.jpg,32,20,378,435,1,0,0
1209/BO00552-1.jpg,22,5,306,365,1,1,0
1209/BO00553-1.jpg,40,23,408,479,1,0,0
1209/BO00554-1.jpg,9,23,209,359,1,1,0
1209/BO00555-1.jpg,79,142,327,682,1,1,0
1209/BO00557-1.jpg,92,203,408,523,1,1,0
1209/BO00558-1.jpg,39,18,371,470,1,1,0
1209/BO00559-1.jpg,59,8,379,512,1,1,0
1209/BO00560-1.jpg,28,23,240,311,1,1,0
1209/BO00561-1.jpg,30,146,430,602,1,1,0
1209/BO00562-2.jpg,44,8,188,280,1,1,0
1209/BO00563-1.jpg,56,13,320,469,1,1,0
1209/BO00564-1.jpg,10,23,346,463,1,1,0
1209/BO00565-1.jpg,70,105,274,489,0,1,0
1209/BO00566-1.jpg,62,53,318,425,1,1,0
1209/BO00567-1.jpg,91,109,267,325,1,1,0
1209/BO00568-1.jpg,86,106,266,462,1,1,0
1209/BO00569-2.jpg,88,176,508,688,1,1,0
1209/BO00570-2.jpg,63,3,387,531,1,1,0
1209/BO00571-1.jpg,53,24,237,260,1,1,0
1209/BO00573-1.jpg,66,23,258,271,1,1,0
1209/BO00574-1.jpg,134,127,338,511,0,1,0
1209/BO00575-1.jpg,126,127,310,611,0,2,0
1209/BO00577-1.jpg,106,9,290,269,1,1,0
1209/BO00578-1.jpg,41,16,405,552,1,1,0
1209/BO00580-1.jpg,93,26,373,410,1,1,0
1209/BO00581-1.jpg,75,110,295,358,1,1,0
1209/BO00582-1.jpg,116,19,348,319,1,1,0
1209/BO00583-1.jpg,117,141,341,421,1,1,0
1209/BO00584-1.jpg,47,17,255,305,1,1,0
1209/BO00585-1.jpg,38,10,262,286,1,1,0
1209/BO00589-1.jpg,60,10,268,310,1,1,0
1209/BO00590-1.jpg,127,116,387,488,1,1,0
1209/BO00591-1.jpg,91,170,323,474,1,1,0
1209/BO00592-1.jpg,122,168,339,461,1,0,0
1209/BO00595-1.jpg,68,2,360,373,1,0,0
1209/BO00596-1.jpg,47,17,261,328,1,0,0
1209/BO00597-1.jpg,84,125,292,404,1,0,0
1209/BO00599-2.jpg,92,47,716,627,1,1,0
1209/BO00601-1.jpg,25,17,401,453,1,0,0
1209/BO00602-1.jpg,110,135,310,445,1,1,0
1209/BO00605-1.jpg,41,19,261,435,1,0,0
1209/BO00606-1.jpg,83,95,303,531,1,0,0
1209/BO00607-1.jpg,50,97,554,585,4,1,0
1209/BO00608-1.jpg,34,7,214,349,1,1,0
1209/BO00609-1.jpg,75,47,368,442,1,1,0
1209/BO00610-1.jpg,65,11,305,455,1,0,0
1209/BO00613-1.jpg,114,35,642,695,1,0,0
1209/BO00615-1.jpg,75,8,209,201,1,0,0
1209/BO00616-1.jpg,36,17,328,433,1,0,0
1209/BO00617-1.jpg,38,15,637,619,1,1,0
1209/BO00618-2.jpg,59,9,653,627,1,0,0
1209/BO00619-1.jpg,55,8,219,216,1,1,0
1209/BO00620-2.jpg,62,13,660,610,1,0,0
1209/BO00622-2.jpg,87,26,580,664,1,0,0
1209/BO00623-1.jpg,102,48,233,293,1,1,0
1209/BO00624-1.jpg,56,16,238,261,1,0,0
1209/BO00625-1.jpg,124,19,480,447,1,0,0
1209/BO00628-1.jpg,51,11,340,372,1,1,0
1209/BO00629-1.jpg,69,5,229,221,1,0,0
1209/BO00630-1.jpg,41,13,177,179,1,1,0
1209/BO00631-2.jpg,89,36,597,671,1,1,0
1209/BO00632-2.jpg,38,23,650,618,1,1,0
1209/BO00634-1.jpg,52,24,268,307,1,1,0
1209/BO00635-2.jpg,103,33,630,703,1,0,0
1209/BO00636-2.jpg,108,39,653,715,1,0,0
1209/BO00637-2.jpg,93,24,601,632,1,0,0
1209/BO00638-2.jpg,59,24,738,665,1,1,0
1209/BO00639-1.jpg,27,4,351,380,1,0,0
1209/BO00641-2.jpg,36,9,764,677,1,0,0
